열1,열12
견주다,비교
대다,비교
비누,비누
세제,비누
비닐,비닐
플라스틱,비닐
비닐하우스,비닐하우스
비닐온실,비닐하우스
비다,비다
비디오,비디오
비리,비리
부정,비리
비밀,비밀
비법,비법
비결,비법
비서,비서
비싸다,비싸다
비용,비용
경비,비용
-비,비용
용돈,비용
비유,비유
보기,비유
비율,비율
백분율,비율
퍼센트,비율
성향,비율
비자,비자
비전,비전
비정,비정
비지땀,비지땀
땀,비지땀
땀방울,비지땀
빈민,빈민
빈틈없다,빈틈없다
완벽,빈틈없다
빌딩,빌딩
빗다,빗다
빗자루,빗자루
비,빗자루
쓸다,빗자루
빚,빚
빚지다,빚
부채,빚
빛나다,빛나다
ㅃ,ㅃ
빨강,빨강
빨갛다,빨강
적자,빨강
적색,빨강
빨래터,빨래터
빵,빵
빵집,빵집
빼다,빼다
깎다,빼다
덜다,빼다
제하다,빼다
배제,빼다
감면,빼다
빼기,빼다
제외,빼다
공제,빼다
생략,빼다
경감,빼다
빼버리다,빼버리다
빼앗기다,빼앗기다
뻐기다,뻐기다
뻔뻔하다,뻔뻔하다
뻔하다,뻔하다
뼈,뼈
뽀뽀,뽀뽀
입맞춤,뽀뽀
키스,뽀뽀
맞추다,뽀뽀
뽑다,뽑다
당선,뽑다
입선,뽑다
선출,뽑다
뿌리다,뿌리다
뿌리치다,뿌리치다
삐다,삐다
ㅅ,ㅅ
사격,사격
사과,사과
사관,사관
장교,사관
사기,사기
기만,사기
사기꾼,사기꾼
사냥꾼,사냥꾼
수렵꾼,사냥꾼
사람,사람
인간,사람
분,사람
이,사람
자,사람
-민,사람
사랑,사랑
-애,사랑
사령관,사령관
사립,사립
사면,사면
사무,사무
사무소,사무소
사무실,사무실
서무실,사무실
사무원,사무원
사무직원,사무원
사무직,사무직
사병,사병
사슴,사슴
순록,사슴
사신,사신
사실,사실
정말,사실
진짜,사실
참,사실
맞다,사실
정말로,사실
사십,사십
마흔,사십
사업,사업
비즈니스,사업
사용,사용
소비,사용
쓰다,사용
이용,사용
사용자,사용자
소비자,사용자
컨슈머,사용자
사우나,사우나
사우디아라비아,사우디아라비아
사월,사월
사위,사위
사육사,사육사
사이다,사이다
사정,사정
정액,사정
사진 전공자,사진 전공자
사진,사진
찍다,사진
사진기,사진기
찍다,사진기
카메라,사진기
사진사,사진사
사촌,사촌
사춘기,사춘기
청춘기,사춘기
사탕,사탕
알사탕,사탕
캔디,사탕
사형,사형
극형,사형
사회,사회
사회자,사회자
사회,사회자
사흘,사흘
삭제,삭제
고무,삭제
고무지우개,삭제
지우다,삭제
삯,삯
품삯,삯
수고비,삯
수수료,삯
산,산
메,산
뫼,산
산소,산소
뫼,산소
묘,산소
묘소,산소
무덤,산소
산수,산수
산악,산악
산화,산화
희생,산화
살다,살다
삶,살다
생활,살다
살리다,살리다
소생,살리다
회생,살리다
살아남다,살아남다
살인,살인
살해,살인
살인범,살인범
살해범,살인범
살찌다,살찌다
삼,삼
셋,삼
삼,삼
인삼,삼
삼겹살,삼겹살
삼십,삼십
서른,삼십
삼월,삼월
삼일절,삼일절
삼촌,삼촌
삼키다,삼키다
상류,상류
선배,상류
위,상류
이상,상류
상사,상사
상승,상승
상식,상식
상어,상어
상자,상자
박스,상자
상하다,상하다
다치다,상하다
부상,상하다
상처,상하다
손상,상하다
새,새
새아버지,새아버지
새어머니,새어머니
새우,새우
새우다,새우다
철야,새우다
밤샘,새우다
밤새우다,새우다
새치기,새치기
옆치기,새치기
새해,새해
신년,새해
색깔,색깔
빛깔,색깔
색,색깔
색상,색깔
색채,색깔
컬러,색깔
색칠,색칠
칠,색칠
도색,색칠
샘,샘
샘내다,샘
시기,샘
질투,샘
생각,생각
견해,생각
사고,생각
신경,생각
의견,생각
의사,생각
의식,생각
여기다,생각
생강,생강
생도,생도
사관생도,생도
사관,생도
사관생,생도
생선회,생선회
생신,생신
생일,생신
생일날,생신
생존,생존
생활비,생활비
생계비,생활비
서대문,서대문
서대문,서대문
돈의문,서대문
서두르다,서두르다
긴급,서두르다
독촉,서두르다
재촉,서두르다
응급,서두르다
급하다,서두르다
시급하다,서두르다
서로,서로
상호,서로
서류,서류
문서,서류
서양,서양
서예,서예
붓글씨,서예
붓글,서예
서운하다,서운하다
섭섭하다,서운하다
안타깝다,서운하다
애석,서운하다
애타다,서운하다
서울,서울
서울시,서울
서울역,서울역
서자,서자
서점,서점
책방,서점
서쪽,서쪽
서,서쪽
서녘,서쪽
서방,서쪽
서해,서해
석두,석두
돌머리,석두
석방,석방
방면,석방
석사,석사
석유,석유
기름,석유
석탄,석탄
선,선
라인,선
선거,선거
선교사,선교사
선구자,선구자
선동자,선동자
선두,선두
앞서다,선두
앞장,선두
선물,선물
선비,선비
학자,선비
선서,선서
선수,선수
선수를 치다,선수를 치다
손쓰다,선수를 치다
할까봐,선수를 치다
선수촌,선수촌
선언,선언
천명,선언
선전,선전
선조,선조
조상,선조
선택,선택
뽑다,선택
선발,선택
선출,선택
택하다,선택
설,설
설날,설
설거지,설거지
설계,설계
설계사,설계사
설렁탕,설렁탕
설명,설명
설사,설사
설악산,설악산
섬,섬
섬기다,섬기다
존경,섬기다
-님,섬기다
성,성
음란,성
성격,성격
-성,성격
성미,성격
성질,성격
질,성격
성결,성결
성경,성경
성공,성공
성교,성교
성행위,성교
성금,성금
성냥,성냥
성당,성당
성도,성도
성배,성배
성병,성병
성스럽다,성스럽다
거룩하다,성스럽다
성악가,성악가
성인,성인
성인,성인
어른,성인
어르신,성인
성직,성직
성직자,성직자
성탄,성탄
성탄절,성탄
크리스마스,성탄
성폭력,성폭력
성폭행,성폭행
강간,성폭행
성품,성품
성희롱,성희롱
세계인,세계인
인류,세계인
세금,세금
조세,세금
세뇌,세뇌
세대,세대
후대,세대
대,세대
세례,세례
세로,세로
종,세로
세리,세리
세관,세리
세면,세면
세수,세면
씻다,세면
세안,세면
세면장,세면장
세면실,세면장
세미나,세미나
세배,세배
세뱃돈,세뱃돈
세상,세상
세계,세상
세월,세월
세종,세종
세차,세차
센터,센터
센티미터,센티미터
셋째,셋째
세 번째,셋째
소,소
소경,소경
맹인,소경
장님,소경
시각장애인,소경
소고기,소고기
쇠고기,소고기
쇠가죽,소고기
피혁,소고기
소극적,소극적
소금,소금
소나무,소나무
솔,소나무
소녀,소녀
소대장,소대장
소라,소라
소란,소란
소요,소란
소음,소란
야단,소란
요란,소란
시끄럽다,소란
소령,소령
소름,소름
소매,소매
소매치기,소매치기
소매치기,소매치기
소멸시효,소멸시효
소문,소문
소방서,소방서
소방수,소방수
소방원,소방수
소설,소설
소설가,소설가
소송,소송
소수점,소수점
점,소수점
소액 재판,소액 재판
소외,소외
이탈,소외
소용없다,소용없다
쓸데없다,소용없다
쓸모없다,소용없다
필요 없다,소용없다
소위(계급장),소위
소유자,소유자
소유주,소유자
소재,소재
소제,소제
청소,소제
소주,소주
소풍,소풍
소화,소화
소화기,소화기
소방,소화기
속,속
내부,속
안쪽,속
안,속
속다,속다
속도계,속도계
속어,속어
비속어,속어
손,손
맨손,손
손녀,손녀
손목시계,손목시계
시계,손목시계
손수건,손수건
손자,손자
솔직하다,솔직하다
정직,솔직하다
솜,솜
송년회,송년회
송별연,송별연
송아지,송아지
송편,송편
쇠망,쇠망
쇼크,쇼크
충격,쇼크
수,수
운,수
운명,수
운수,수
점,수
천명,수
수,수
자수,수
수갑,수갑
체포,수갑
쇠고랑,수갑
수거,수거
수고,수고
노고,수고
품,수고
수기,수기
수납,수납
보수,수납
수다,수다
늘어놓다,수다
수다스럽다,수다
수단,수단
수단,수단
수법,수단
수당,수당
수레,수레
수렴,수렴
수뢰,수뢰
뇌물을 받다,수뢰
수류탄,수류탄
수리,수리
독수리,수리
수면,수면
숙박,수면
잠,수면
기숙사,수면
자다,수면
수면제,수면제
수박,수박
수병,수병
해병,수병
수분,수분
습하다,수분
물기,수분
수비군,수비군
수비부대,수비군
수비수,수비수
수상하다,수상하다
수술,수술
수어,수어
수화,수어
수화 언어,수어
수영,수영
수영장,수영장
수요일,수요일
수원,수원
수원시,수원
수의사,수의사
수의,수의사
수익,수익
수입,수입
수재민,수재민
수저,수저
숟가락,수저
수전노,수전노
구두쇠,수전노
수제비,수제비
수증기,수증기
증기,수증기
수축,수축
수학,수학
수행원,수행원
수행인,수행원
숙모,숙모
작은어머니,숙모
숙부,숙부
작은아버지,숙부
숙소,숙소
숙청,숙청
순교,순교
순서,순서
목차,순서
순번,순서
순위,순서
절차,순서
차례,순서
프로그램,순서
술,술
알코올,술
술집,술집
주점,술집
숲,숲
녹음,숲
삼림,숲
수림,숲
수풀,숲
무성하다,숲
울창하다,숲
쉬다,쉬다
휴가,쉬다
휴게,쉬다
휴식,쉬다
휴양,쉬다
쉽다,쉽다
용이하다,쉽다
쉽사리,쉽다
손쉽다,쉽다
스님,스님
승려,스님
스리랑카,스리랑카
스웨덴,스웨덴
스웨터,스웨터
스위스,스위스
스카우트,스카우트
스칸디나비아 반도,스칸디나비아 반도
스캐너,스캐너
스케이트,스케이트
스키,스키
스타일,스타일
스타킹,스타킹
스파게티,스파게티
스페인,스페인
슬그머니,슬그머니
슬기롭다,슬기롭다
슬기,슬기롭다
지혜,슬기롭다
현명,슬기롭다
슬로바키아,슬로바키아
슬로베니아,슬로베니아
슬프다,슬프다
슬픔,슬프다
슬퍼하다,슬프다
설움,슬프다
습관,습관
버릇,습관
습기,습기
습득,습득
줍다,습득
승강기,승강기
엘리베이터,승강기
승강장,승강장
플랫폼,승강장
승급,승급
승낙,승낙
수락,승낙
승인,승낙
허가,승낙
허락,승낙
허용,승낙
승려,승려
스님,승려
승리,승리
승리하다,승리
이기다,승리
승부차기,승부차기
페널티킥,승부차기
승용차,승용차
승자,승자
승리자,승자
승진,승진
오르다,승진
승차권,승차권
차표,승차권
표,승차권
승천,승천
시가,시가
시각장애인,시각장애인
맹인,시각장애인
시간,시간
한 시간,시간
시골,시골
촌,시골
시누이,시누이
시다,시다
시댁,시댁
시집,시댁
시도,시도
해보다,시도
보이다,시도
시동생,시동생
시리아,시리아
시모,시모
시어머니,시모
시민,시민
시부모,시부모
시비,시비
시설,시설
시시하다,시시하다
시아버지,시아버지
시부,시아버지
시아주버니,시아주버니
시야,시야
시원하다,시원하다
평화,시원하다
화평,시원하다
시월,시월
시위,시위
데모,시위
시인,시인
시작,시작
개시,시작
개최,시작
거행,시작
시발,시작
착수,시작
출발,시작
열다,시작
이행,시작
하수,시작
시장,시장
장,시장
매점,시장
시청,시청
시치미를 떼다,시치미를 떼다
시키다,시키다
지시,시키다
하여금,시키다
시합,시합
경기,시합
식,식
축하,식
잔치,식
행사,식
파티,식
식당,식당
음식점,식당
식빵,식빵
식장,식장
식탁,식탁
밥상,식탁
진짓상,식탁
신경질,신경질
짜증,신경질
신고,신고
신기록,신기록
신기하다,신기하다
교묘하다,신기하다
묘하다,신기하다
오묘하다,신기하다
이상,신기하다
신나다,신나다
신도시,신도시
신라,신라
신문,신문
신문사,신문사
신부,신부
신사,신사
신선하다,신선하다
새롭다,신선하다
새,신선하다
신,신선하다
신용카드,신용카드
신의주,신의주
신중,신중
경계,신중
조심,신중
주의,신중
준수,신중
지키다,신중
신청,신청
주문,신청
신체적 장애,신체적 장애
지체장애,신체적 장애
신호등,신호등
실각,실각
실격,실격
떨어지다,실격
지다,실격
패배하다,실격
패하다,실격
실명,실명
맹,실명
실수,실수
실습,실습
실업,실업
실업자,실업자
실직자,실업자
실제,실제
실정,실제
실태,실제
현실,실제
실천,실천
실패,실패
실험(해보다),실험
싫다,싫다
거부,싫다
거절,싫다
난색,싫다
싫다,싫다
싫어하다,싫다
심다,심다
심심하다,심심하다
심장,심장
심판,심판
재판,심판
사법,심판
심호흡,심호흡
호흡,심호흡
공기,심호흡
냄새,심호흡
대기,심호흡
목숨,심호흡
생명,심호흡
수,심호흡
수명,심호흡
숨,심호흡
숨결,심호흡
숨쉬다,심호흡
십,십
열,십
십만,십만
십사,십사
열넷,십사
십삼,십삼
열셋,십삼
십육,십육
열여섯,십육
십이,십이
열둘,십이
십이월,십이월
십일월,십일월
십칠,십칠
열일곱,십칠
싱가포르,싱가포르
싱겁다,싱겁다
싶다,싶다
갈급,싶다
ㅆ,ㅆ
싸다,싸다
싸우다,싸우다
격투,싸우다
싸움,싸우다
투쟁,싸우다
쌀,쌀
쌀밥,쌀밥
쌍생아,쌍생아
쌍둥이,쌍생아
쌓다,쌓다
쌓다,쌓다
쌓이다,쌓다
쌓다,쌓다
차곡차곡,쌓다
썩 잘하다,썩 잘하다
썰매,썰매
쏘다,쏘다
대포,쏘다
발사,쏘다
포,쏘다
씨름,씨름
씩씩하다,씩씩하다
씻다,씻다
닦다,씻다
ㅇ,ㅇ
아가씨,아가씨
처녀,아가씨
아까,아까
전,아까
전에,아까
이전,아까
아깝다,아깝다
아끼다,아끼다
아나운서,아나운서
아니꼽다,아니꼽다
역겹다,아니꼽다
아니다,아니다
아니,아니다
아니다,아니다
않다,아니다
아득하다,아득하다
요연하다,아득하다
아들,아들
아래,아래
이하,아래
후배,아래
하류,아래
하,아래
밑,아래
아래다,아래다
(나이)한 살 아래,아래다
아랫사람,아랫사람
아르메니아,아르메니아
아르헨티나,아르헨티나
아름답다,아름답다
미,아름답다
아마도,아마도
아마,아마도
ㄹ 것이다,아마도
아메리카,아메리카
미국,아메리카
미합중국,아메리카
아멘,아멘
아무나,아무나
아부,아부
아첨,아부
달래다,아부
맞추다,아부
쓰다듬다,아부
어루만지다,아부
비위맞추다,아부
아빠,아빠
부,아빠
부친,아빠
아비,아빠
아버지,아빠
아시아,아시아
아이고,아이고
아이디어,아이디어
아이스케이크,아이스케이크
아이스크림,아이스크림
아이슬란드,아이슬란드
아일랜드,아일랜드
아찔하다,아찔하다
아차,아차
아카시아 꽃,아카시아 꽃
아카시아,아카시아
아까시나무,아카시아
아파트,아파트
아프리카,아프리카
아홉,아홉
구,아홉
아흔,아흔
구십,아흔
악어,악어
악인,악인
악취,악취
나쁜 냄새,악취
안 보이다,안 보이다
안개,안개
안경,안경
안과,안과
안내,안내
어서 들어오세요,안내
어서 오세요,안내
안내소,안내소
안내인,안내인
안내원,안내인
안녕,안녕
안부,안녕
안녕하세요,안녕하세요
안녕하십니까,안녕하세요
안녕히 가십시오,안녕하세요
안녕히 계세요,안녕하세요
안되다,안되다
안식처,안식처
안식소,안식처
안심,안심
안전,안심
안정,안심
안주,안주
알 수 없다,알 수 없다
이해가 안 되다,알 수 없다
아리송하다,알 수 없다
알,알
계란,알
달걀,알
알다,알다
알맞다,알맞다
적정,알맞다
적당하다,알맞다
적절하다,알맞다
알바니아,알바니아
알아듣다,알아듣다
알아보다,알아보다
알아서 하다,알아서 하다
암흑,암흑
깜깜하다,암흑
캄캄하다,암흑
압류,압류
차압,압류
압수,압수
박탈,압수
추징,압수
낚아채다,압수
빼앗다,압수
잡아채다,압수
파리,압수
앞,앞
앞쪽,앞
전면,앞
전방,앞
앞당기다,앞당기다
당기다,앞당기다
잡아당기다,앞당기다
애국자,애국자
애매하다,애매하다
가물거리다,애매하다
가물대다,애매하다
불분명하다,애매하다
막연하다,애매하다
묘연하다,애매하다
아물거리다,애매하다
흐리다,애매하다
희미하다,애매하다
모호,애매하다
불확실,애매하다
어렴풋이,애매하다
애처가,애처가
앨범,앨범
사진첩,앨범
앰뷸런스,앰뷸런스
구급차,앰뷸런스
야구,야구
타자,야구
야만인,야만인
약,약
약국,약국
약방,약국
약사,약사
약제사,약사
약자,약자
약하다,약하다
얌체,얌체
양,양
양말,양말
양보,양보
양분,양분
영양,양분
영양분,양분
자양분,양분
양식,양식
양심,양심
양어장,양어장
양장,양장
양초,양초
초,양초
양치질,양치질
양치,양치질
양파,양파
어긋나다,어긋나다
엇갈리다,어긋나다
어기다,어기다
어깨,어깨
어느,어느
무엇,어느
어떤,어느
무슨,어느
뭐,어느
아무,어느
어디,어느
어디,어디
어떻게,어떻게
어찌,어떻게
어리다,어리다
어린이,어린이
새끼,어린이
아이,어린이
어린아이,어린이
소아,어린이
어린이날,어린이날
어림없다,어림없다
어마어마하다,어마어마하다
어머,어머
어머니,어머니
모친,어머니
어미,어머니
엄마,어머니
어부,어부
어민,어부
어색하다,어색하다
어울리다,어울리다
어제,어제
어저께,어제
작일,어제
어지럽다,어지럽다
어질다,어질다
어처구니없다,어처구니없다
기막히다,어처구니없다
어이없다,어처구니없다
억울하다,어처구니없다
어휘,어휘
억,억
억류,억류
억지,억지
강제,억지
형벌,억지
징계,억지
꼬집다,억지
벌,억지
징벌,억지
언니,언니
얻어맞다,얻어맞다
얼굴,얼굴
낯,얼굴
안면,얼굴
얼떨결,얼떨결
얼결,얼떨결
얼마,얼마
몇,얼마
개수,얼마
얼음,얼음
얼음장,얼음
엄숙하다,엄숙하다
위엄,엄숙하다
엄하다,엄하다
업무상 과실 치상죄,업무상 과실 치상죄
없다,없다
비다,없다
없어지다,없어지다
엉덩이,엉덩이
궁둥이,엉덩이
볼기,엉덩이
히프,엉덩이
엉뚱하다,엉뚱하다
엉망,엉망
엉터리,엉망
에스컬레이터,에스컬레이터
에콰도르,에콰도르
엑스레이,엑스레이
엑스선,엑스레이
엑스선,엑스선
엑스레이,엑스선
엔진,엔진
엘살바도르,엘살바도르
엘에이,엘에이
로스앤젤레스,엘에이
여관,여관
여기,여기
이곳,여기
이쪽,여기
이거,여기
이것,여기
여덟,여덟
팔,여덟
여동생,여동생
누이,여동생
누이동생,여동생
여드름,여드름
여러분,여러분
여름,여름
주하,여름
여성 단체,여성 단체
부녀회,여성 단체
여성,여성
부녀,여성
부녀자,여성
여인,여성
여자,여성
계집,여성
여성가족부,여성가족부
여성부,여성부
여왕,여왕
여자,여자
여성,여자
여,여자
여행,여행
여행사,여행사
여행자,여행자
여행지,여행지
역도,역도
연,연
연고,연고
연구,연구
연구소,연구소
연구실,연구실
연락,연락
연결,연락
관계,연락
관련,연락
상관,연락
연관,연락
연말,연말
세밑,연말
연맹,연맹
연못,연못
못,연못
호수,연못
연사,연사
연설가,연사
연설사,연사
연설자,연사
연수,연수
수련,연수
연애,연애
연인,연인
애인,연인
연장자,연장자
연지,연지
연필,연필
목필,연필
열,열
열광,열광
열다,열다
개방,열다
열다섯,열다섯
십오,열다섯
열두시,열두시
정오,열두시
열쇠,열쇠
키,열쇠
열아홉,열아홉
십구,열아홉
열여덟,열여덟
십팔,열여덟
열중,열중
몰두,열중
열중쉬어,열중쉬어
열하나,열하나
십일,열하나
열흘,열흘
열흘날,열흘
엿,엿
영결식,영결식
발인,영결식
영국,영국
영상 메시지,영상 메시지
영수증,영수증
수표,영수증
영양사,영양사
영어,영어
영업,영업
상업,영업
영웅,영웅
영원,영원
무궁,영원
길이,영원
불후,영원
영구,영원
영영,영원
영하,영하
영향,영향
끼치다,영향
파급,영향
예,예
예,예
끄덕이다,예
예비군,예비군
예쁘다,예쁘다
곱다,예쁘다
예사,예사
예삿일,예사
예산안,예산안
예수님,예수님
예술,예술
예술가,예술가
예식장,예식장
예언자,예언자
예전,예전
옛날,예전
옛적,예전
오너라,오너라
오라,오너라
부르다,오너라
오누이,오누이
남매,오누이
오늘,오늘
금일,오늘
이번,오늘
오늘날,오늘
현재,오늘
오다,오다
도래,오다
오디오,오디오
듣다,오디오
소식,오디오
청각,오디오
오뚝이,오뚝이
오락,오락
레크리에이션,오락
오락가락,오락가락
오랜만,오랜만
오래간만,오랜만
오랫동안,오랜만
오랜,오랜만
모처럼,오랜만
오른쪽,오른쪽
우측,오른쪽
오른편,오른쪽
우,오른쪽
우편,오른쪽
오리,오리
오빠,오빠
오라버니,오빠
오세아니아,오세아니아
오스트리아,오스트리아
오십,오십
쉰,오십
오열,오열
오월,오월
오이,오이
오전,오전
오전,오전
상오,오전
오징어,오징어
오케이,오케이
오토바이,오토바이
오해,오해
곡해,오해
오후,오후
점심 후,오후
오후,오후
하오,오후
옥탑,옥탑
온갖,온갖
가지가지,온갖
갖가지,온갖
여러 가지,온갖
온도,온도
온라인,온라인
온천,온천
올림픽,올림픽
올케,올케
올해,올해
금년,올해
당년,올해
올,올해
옮다,옮다
옮기다,옮다
옷,옷
의복,옷
의상,옷
와,와
과,와
하고,와
와인,와인
완장,완장
팔띠,완장
완전하다,완전하다
완쾌,완쾌
왕,왕
제왕,왕
황제,왕
왕비,왕비
황후,왕비
군부,왕비
왜,왜
어째서,왜
왜냐하면,왜냐하면
왠지,왠지
외국,외국
이국,외국
타국,외국
해외,외국
외국어,외국어
외국인,외국인
이방인,외국인
외동딸,외동딸
무남독녀,외동딸
외딸,외동딸
외래어,외래어
외롭다,외롭다
고독,외롭다
쓸쓸하다,외롭다
외상,외상
외손녀,외손녀
외손자,외손자
외아들,외아들
독자,외아들
외인,외인
외출,외출
외투,외투
겉옷,외투
외할머니,외할머니
외조모,외할머니
외할아버지,외할아버지
외조부,외할아버지
왼손잡이,왼손잡이
왼쪽,왼쪽
좌측,왼쪽
좌,왼쪽
왼편,왼쪽
좌편,왼쪽
요금,요금
값,요금
사용료,요금
요르단,요르단
요리,요리
요리사,요리사
요일,요일
요즘,요즘
요사이,요즘
요새,요즘
요즈음,요즘
최근,요즘
작금,요즘
요트,요트
돛,요트
욕,욕
비난,욕
비방,욕
욕설,욕
흉보다,욕
욕심,욕심
탐,욕심
용,용
용감하다,용감하다
용기,용감하다
용도,용도
용서,용서
용접,용접
용해,용해
녹다,용해
우간다,우간다
우두머리,우두머리
두목,우두머리
수장,우두머리
우루과이,우루과이
우리,우리
저희,우리
우산,우산
우상,우상
우수,우수
훌륭하다,우수
우승자,우승자
우연,우연
공교롭다,우연
우울,우울
울상,우울
시무룩하다,우울
우울증,우울증
우즈베키스탄,우즈베키스탄
우체국,우체국
우크라이나,우크라이나
운동,운동
스포츠,운동
체육,운동
운동선수,운동선수
운동장,운동장
운영,운영
운전,운전
핸들,운전
운전사,운전사
운전기사,운전사
운전수,운전사
울다,울다
울릉도,울릉도
울분,울분
울산,울산
울산시,울산
울음,울음
웃다,웃다
웃음,웃다
원금,원금
자금,원금
원가,원금
본전,원금
원래,원래
본래,원래
원룸,원룸
원망,원망
원산,원산
원숭이,원숭이
원피스,원피스
월,월
달,월
월경,월경
생리,월경
달거리,월경
월급,월급
급료,월급
봉급,월급
월봉,월급
월급쟁이,월급쟁이
봉급생활자,월급쟁이
샐러리맨,월급쟁이
월드컵,월드컵
월부,월부
월세,월세
월요일,월요일
웨딩드레스,웨딩드레스
위,위
위다,위다
(나이)한 살 위,위다
위로,위로
위안,위로
위반,위반
위배,위반
위선자,위선자
위선쟁이,위선자
위약,위약
위인,위인
위하다,위하다
-러,위하다
위험,위험
험하다,위험
위기,위험
윈도즈,윈도즈
유권자,유권자
유대,유대
유대인,유대인
유태인,유대인
이스라엘인,유대인
유도,유도
유럽 연합,유럽 연합
이유(EU),유럽 연합
유리,유리
거울,유리
유명,유명
지명,유명
유방,유방
젖,유방
가슴,유방
유별나다,유별나다
독특,유별나다
유별스럽다,유별나다
유예,유예
연기,유예
물리다,유예
미루다,유예
유월,유월
유익,유익
이익,유익
이득,유익
이롭다,유익
유지,유지
유추,유추
유치원,유치원
유치하다,유치하다
유행,유행
유행,유행
유혹,유혹
육,육
여섯,육
육군,육군
육십,육십
예순,육십
윤씨,윤씨
은,은
은메달,은메달
은빛,은빛
은색,은빛
은신처,은신처
은혜,은혜
은총,은혜
음력,음력
음세,음력
태음력,음력
의,의
의리,의리
의리,의리
의병,의병
의용군,의병
의군,의병
의사,의사
의사소통,의사소통
의사소통장애,의사소통장애
의성어,의성어
의심,의심
의회,의심
의자,의자
걸상,의자
의장,의장
의정부,의정부
의지,의지
의지,의지
기대다,의지
의태어,의태어
이,이
이기다,이기다
승리,이기다
승리하다,이기다
(경쟁 상대를) 제치다,이기다
이끌리다,이끌리다
이남,이남
이단,이단
이등,이등
이라크,이라크
이란,이란
이력서,이력서
이론,이론
논하다,이론
설,이론
이론,이론
쓰다,이론
이름,이름
명,이름
성명,이름
성함,이름
이마,이마
이메일,이메일
메일,이메일
전자메일,이메일
전자우편,이메일
이모,이모
이모부,이모부
이발,이발
이발사,이발사
이발소,이발소
이발관,이발소
이병,이병
이북,이북
이불,이불
침구,이불
덮다,이불
이사,이사
전출,이사
이삿짐,이삿짐
이송,이송
이스라엘,이스라엘
이슬람교,이슬람교
회교,이슬람교
이십,이십
스물,이십
이씨,이씨
이야기,이야기
강의,이야기
설교,이야기
이야기책,이야기책
이어 내리다,이어 내리다
전통,이어 내리다
내려오다,이어 내리다
이외,이외
기타,이외
이용,이용
활용,이용
이웃,이웃
이월,이월
이의,이의
이자,이자
이전,이전
이사,이전
전출,이전
이중,이중
이집트,이집트
이천,이천
이탈리아,이탈리아
이틀,이틀
이틀 후,이틀
이해,이해
납득,이해
양해,이해
이혼,이혼
익다,익다
여물다,익다
열매,익다
익숙하다,익숙하다
익숙하다,익숙하다
능숙하다,익숙하다
숙달,익숙하다
익히다,익히다
인공와우,인공와우
인기,인기
인도(공화국),인도
인도(공화국),인도
인도네시아,인도네시아
인디언,인디언
인라인스케이트,인라인스케이트
인부,인부
인사,인사
경례,인사
인상(을) 쓰다,인상 쓰다
인상,인상
오르다,인상
뛰다,인상
인상,인상
용모,인상
표정,인상
인색,인색
인성,인성
인쇄,인쇄
인쇄소,인쇄소
인정,인정
인천,인천
인천시,인천
인터넷,인터넷
인터뷰,인터뷰
인품,인품
인격,인품
인형,인형
꼭두각시,인형
일개월,일개월
달,일개월
일곱,일곱
칠,일곱
일등,일등
으뜸,일등
제일,일등
최고,일등
가장,일등
맨,일등
수석,일등
일반,일반
대개,일반
보통,일반
평범하다,일반
일백,일백
백,일백
일본,일본
왜국,일본
일본어,일본어
일어,일본어
일본인,일본인
일부,일부
일부분,일부
부분,일부
일상생활,일상생활
일석이조,일석이조
일거양득,일석이조
이중,일석이조
중복,일석이조
일식,일식
화식,일식
일본요리,일식
일요일,일요일
일월 일일,일월 일일
일월,일월
정월,일월
일자리,일자리
일터,일자리
직장,일자리
일주일,일주일
이레,일주일
일출,일출
동,일출
아침,일출
(해가)돋다,일출
일치,일치
대응,일치
맞추다,일치
일치,일치
동감,일치
동의,일치
공감,일치
일흔,일흔
칠십,일흔
읽다,읽다
읽기,읽다
잃어버리다,잃어버리다
분실,잃어버리다
잃다,잃어버리다
임신,임신
회임,임신
임씨,임씨
임원,임원
임자,임자
주인,임자
주체,임자
입,입
이론,입
입사,입사
입석,입석
서다,입석
입술,입술
입원,입원
입장,입장
입장을 바꾸다,입장을 바꾸다
입증,입증
증명,입증
입학,입학
취학,입학
입교,입학
입학식,입학식
잇다,잇다
있다,있다
잉글랜드,잉글랜드
잎,잎
ㅈ,ㅈ
자각,자각
자각,자각
독각,자각
연각,자각
자격,자격
자격증,자격증
자결,자결
자살,자결
자해,자결
자금,자금
자기,자기
스스로,자기
자체,자기
혼자,자기
홀로,자기
자발,자기
자신,자기
자동,자동
자라 왔다,자라 왔다
자라다,자라 왔다
자라다,자라다
발육,자라다
성숙,자라다
성장,자라다
장성,자라다
자랑,자랑
뽐내다,자랑
자르다,자르다
자립,자립
독립,자립
자주독립,자립
자막,자막
자매,자매
자메이카,자메이카
자부심,자부심
자부,자부심
자손,자손
후손,자손
자습,자습
자시다,자시다
잡수다,자시다
자식,자식
자녀,자식
자신,자신
나,자신
저,자신
내,자신
자신감,자신감
자연,자연
천연,자연
저절로,자연
자원봉사자,자원봉사자
자유,자유
임의,자유
마구,자유
마음껏,자유
마음대로,자유
멋대로,자유
제멋대로,자유
함부로,자유
자음,자음
자장면,자장면
짜장면,자장면
자전거,자전거
사이클,자전거
자정,자정
오야,자정
자진,자진
작가,작가
작곡가,작곡가
작년,작년
지난해,작년
과년,작년
거년,작년
전년,작년
